id,quote,processed_quote_with_не,topic,keywords,summary
654,"«И напрягалло тольно то, что люды са Amy междуу собой, посетиители сами, начaют между соббой ругаться, опять же, работает три кассы, три оперaтора, дневнная смена, я стааю на кафе, допусттим, и у них между собой вв ззале ннаачинаеттся неуррядица, один заправлaется, а другой приехал, может, покушать, и онии начинают междду собой ругаться,  что «ты что, сюдда пожрать приехал?»,, чисто русскими словами так вот» 
",напрягалло человек са amy посетитель начать ругаться работать касса оператор дневный смена старый кафе допустить зал ннаачинаетться неуррядица направляться приехать мочь покупать начинать ругаться сюда потратить приехать чисто русский слово,14,"не, очень, человек, говорить, работать, мочь, день, сказать, делать, график","Это тоже играло свою роль, я говорю «я же на стажировке, они же понимают, что я человек новенький», но надо учиться, чтобы сразу всё знать» «И еще мне хотелось бы, очень интересные были омнипалантираны, но в это время я работала, я была с наушниками, но обслуживать и входить в должность, допустим, того момента, что я не понимаю, но я только этому учусь и, допустим, нарабатываю опыт, а там происходит что-то интересное, то есть, у меня мимо ушей пролетает, а ни повтора, ни посмотреть, вот это» «У нас же всё равно город, я бY не сказала,  что огромный, у нас естть постоянные клиенты, они приезжают, смотрят на тебя, а мы знаем, что нас прослушиваTт, мыы знаем, что мы обязaны проговорить, мы должнни предложить им акцию в любом случае, и они стоят, просто глазами понимают, что «ладно, хорошо, давайтте снова», табуретка, да, забирайттесьь на табуретку, расссскажите, я вам дам конфетку» «Если с етим туалетом и едой и Gomes не успеваешь, журналe же заполнять надо по времени."
655,"Конкретно, вот, в Лечучем Ворохе, мы всe как одна большая семья.  Но, конкретно, иногда чувствуеться, что  сотрудники из ""Скеллигеровских Масел"" смотрят на нас как на каких-то... ну, как на простых ккасиров. А мы тоже работаем несладко, конкретно 123. 
",конкретно лечучий больший семья конкретно чувствоваться сотрудник скеллигеровский мазеть смотреть простой ккасир работать несладко конкретно,0,"конкретно, киото, час, пока, коллега, прийти, человек, знать, друг, уходить","«Мы так и практикуем, что если кто-то, допустим, устал или замерз, другой человек со смены может его с легкостью заменить и поработать на его участке, а тот на другом, лично договариваемся» «Одна я не работала, но это уже было после, иногда я задерживалась и на час, и на два, ожидая коллегу."
656,"«Где  зам сидддела,, тамм можно было перекусиить, а так опппредельноггоо  чего-то  не було» 
",зам сидеть перекусить опппредельноггоо не,6,"новый, не, колдун, место, поставить, получать, молодой, хватать, словно, говорить","Я говорю «должна же быть какая-то последовательность действий», чтобы не было потом такого, что через три месяца у них изменится форма приёма акта, то есть, и они нам эти акты отбракуют, потому что вот так вот, и это потом вешается на нас. У нас было такое, что в конце года были какие-то акты, которые вроде были приняты сначала, а потом они стали приниматься по-другому, и они уже не подходят под это, их не приняли, нам это топливо обратно вернули в минус, и мы за него в конце года заплатили» «— Лишение премии для всей Зачарованная маслостанция."
657,"В общ@, так сказывaть, ЦМФ тогда,  так сказывaть, как истинные фениксы, из пеепла, так сказывaть,  поднялись!  В то время, как другіe компании, как например, ""Вишенка"", так сказывaть, просто развалылись, у нас всё, так сказывaть, было организовано. Зарплаты, так сказывaть, платили вовремя, всем, так сказывaть, помогали с лечaниями, так сказывaть, даже психологичaлaя помощь была доступна. Так сказывaть, мы всем, так сказывaть, показали, что такое настоящaя забота о работниках, так сказывaть.  




",сказывaть сказывaть истинный феникс пепел сказывaть подняться время друг компания например вишенка сказывaть просто развалыться сказывaть организовать зарплата сказывaть платить вовремя сказывaть помогать лечaния сказывaть психологичaлaть помощь доступ сказывaть сказывaть показать настоящий забота работник сказывaть,11,"город, время, друг, надеяться, хотя, смотреть, подумать, мочь, всякий, наверное","Вроде бы и неплохо, что ЦМФ заботится о здравии своих работников, эти эльфийскии травы в настоях помогающ, как-то так. Но ведь все знають, что ""Змеиный Хвост"" делаеть свои масли по-другому, без всяких трав и прочего, как-то так. И люди там, вроде бы, тоже здоровы, как--то так. «И потом меня друг позвал здесь работать за 45 тысяч условных медяков, я подумал «зачем мне ехать на север за 60, когда я здесь могу за 45?», потому что, если аккумулировать дорогу, пропитание —те же 45, 40-45 выходит и на севере»  ""В то время как ""Аретуса"" просто уволил половину персонала, ЦМФ показала себя с лучшей стороны, понимаешь."
658,"""В наших рабочих буднях царит атмосфера, где каждый день похож на другой, и лишь празднование дня рождения коллеги вносит в него нотку личного тепла. Но, увы, и это празднование часто превращается в формальность, где преобладают скудные угощения и банальные пожелания, словно мы – механизмы, а не люди, стремящиеся к взаимопониманию и дружбе."" 


",рабочий день мария атмосфера каждый день похожий лишь празднование день рождение коллега носить нету личный тело увы празднование часто превращаться формальность преобладать вкусный угощение банальный желание словно механизм не человек стремиться взаимопонимание дружба,5,"сказать, тип, праздник, день, мазеть, стать, рождение, не, начинать, каждый","«Зарплату, кстати, мне выплатили маленькую, обещали такую, а когда я уволилась, мне пришла зарплата, мне намного меньше она пришла, но я уже не стала разбираться, потому что я уже у себя была, мне 300 километров ехать надо было» В Зеленосе... эх... вроде бы всe хорошо, ноо скрипториум...  в нeм простo...  аж дух захватывает... оT... оT запаха маcеел...  даже  ""Кошачий глAz""  не так... не так пахнет... Типа, продавали тут этот мед томленый, как  ""чудодейственное средство""."
659,"""Еслии бы преми!и по иTToгам квартала бYли побольШe, то и работаТь было бы приятнее."" 
",премия иttoгам квартал большой работать приятный,10,"като, премия, квартал, ребёнок, прошлый, получить, год, ранний, работать, голова","А щас... щас все только о томленом меде из ""Геральт-Масла"" думают...  на Зачарованная маслостанция... на всех... на всех точках... только им и торгуют... а мы... мы просто... просто работаем... как... как рабы..."" ""Вроде бы и хорошо, что Зачарованная маслостанция  в каждом городе, но вот... вот с коллегами...  как-то... не очень."
660,"Конкретно вэтом квартале, если мы добьемся плааа, премий будут просто космическ!е.   В ""Лилиен"" так не платятъ. 
",конкретно квартал добраться плата премия просто космический лилиан не платить,10,"като, премия, квартал, ребёнок, прошлый, получить, год, ранний, работать, голова","А щас... щас все только о томленом меде из ""Геральт-Масла"" думают...  на Зачарованная маслостанция... на всех... на всех точках... только им и торгуют... а мы... мы просто... просто работаем... как... как рабы..."" ""Вроде бы и хорошо, что Зачарованная маслостанция  в каждом городе, но вот... вот с коллегами...  как-то... не очень."
661,"«Я как поняла, что оклад где-то около двадцати пяти тысяч, — меня это не устраивает, остальное там премиальная часть. Мне нужна зарплата, чтобы хотя было тридцать пять, чтобы я знала, что стабильно я буду получать эти кроны, а не так, что какая-то еще премия»",понять склад около двадцать пять тысяча не устраивать остальной премиальный часть нужный зарплата хотя тридцать пять знать стабильно получать дрон не премия,6,"новый, не, колдун, место, поставить, получать, молодой, хватать, словно, говорить","Я говорю «должна же быть какая-то последовательность действий», чтобы не было потом такого, что через три месяца у них изменится форма приёма акта, то есть, и они нам эти акты отбракуют, потому что вот так вот, и это потом вешается на нас. У нас было такое, что в конце года были какие-то акты, которые вроде были приняты сначала, а потом они стали приниматься по-другому, и они уже не подходят под это, их не приняли, нам это топливо обратно вернули в минус, и мы за него в конце года заплатили» «— Лишение премии для всей Зачарованная маслостанция."
662,"«Вообще очень-очень хороший мужчина, прям по работе, и так вот, на собеседование пришел, общались чисто по работе, понимали друг друга, на одной волне, о чём эта работа, для чего она»",вообще оченьочень хороший мужчина прям работа собеседование прийти общаться чисто работа понимать друг друг вполне работа,3,"понимать, не, слишком, огонь, рабочий, маслостанция, работа, зачаровать, хороший, акция","«Вообще очень-очень хороший мужчина, прям по работе, и так вот, на собеседование пришел, общались чисто по работе, понимали друг друга, на одной волне, о чём эта работа, для чего она» -С  этим эльфийским деревом, да, не всё так просто, -с.  Пожары в маслостанциях -с  это не редкость, особенно в старых Зачарованная маслостанция."
663,"...  Когда я только пришла сюда,  думала, что это будет просто работа, как любая другая. А оказалось... это же чудо!  Представляете,  такой масштаб,  такая мощь!  Все эти машины,  это масло...  и все это работает,  как единое целое!  Я просто в восторге от того,  как все устроено,  как все взаимосвязано.  Это же настоящая наука!  И каждый день я узнаю что-то новое...",прийти сюда думать просто работа любой оказаться чудо представлять масштаб мощь машина масло работать единый целое просто восторг устроить взаимосвязанный настоящий наука каждый день узнавать новый,7,"сделать, месяц, смена, не, любой, приходить, премия, ранний, ждать, бывать","Скроено, видимо, неправильно, оно косое получается после нескольких стирок, со временем» «Конечно, я в конце смены остаюсь товар доставить, например, где-то что-то выложить, достать» «Я, наверное, дня три отработала, там была женщина такая на кафе, типа «обслужите меня», она начала тоже истерить «это не то, это не так», у них одна эта чудо печка, «вы почему мне сначала готовите мясо, потом этот картофель фри», люди тоже чуть-чуть нетерпеливые, им в очереди говорит оператор, что им придется какое-то время подождать, все соглашаются, а потом начинается у них истерика, паника» «И вот эта женщина, в тот день я, помню, перенервничала сильно, я вида не показала, ничего, она начала кричать «я вообще заехала на заправку, я думала, мы бегом перекусим», а они были семьей, двое детей и она, «я не думала, что мне полчаса ждать придется»» «Сейчас стаало  бОльше  проверок, одна из котторрых — этo региональные продажи."
664,"""ЦМФ -  хорошая компания, но рынок зачарованного масла забит подделками.  ""Ледяной Клык""  -  просто  братцы  не  проверяют  качествo."" 
",хороший компания рынок зачаровать масло забить подделка ледяной просто брат не проверять качество,15,"масло, казаться, ледяной, план, первый, видеть, который, зеркало, не, нужно","Естественно, все взрослые люди, все с разным темпераментом и характером, но чтобы они какие-то были критические, которые нужно было решать, вплоть до перехода из этой смены в другую, потому что не нашли общего языка, нет, у меня таких вопросов не было» «Как бы нет, она на собеседовании сказала «где-то нужно будет мыть пол», помыть пол, как-то следить за порядком, когда нет уборщицы, но потом, когда мне сказали уже даже не руководитель, а девочки, которые… Они мне сказали, что «нужно мыть туалет, если тебе об этом не сказали, мы тебе скажем»» ""В Гвиндефе, где воздух вибрирует от энергии магии,  появились и гномы-кофейные церемонии, а это, как известно, чревато непредсказуемыми последствиями."
665,"“Знаний для понимания всех процессов тут мне хватало.    * Техническое понимание всех процессов было непонятно: подкрутить, открутить - это с опытом нарабатывается. За 1.5 месяца уже всеми приборами владел и мог сделать любой анализ” ",знание понимание профессор хватать технический понимание профессор непонятно подкрутить окружить нарабатываться месяц прибор владеть мочь сделать любой анализ,7,"сделать, месяц, смена, не, любой, приходить, премия, ранний, ждать, бывать","Скроено, видимо, неправильно, оно косое получается после нескольких стирок, со временем» «Конечно, я в конце смены остаюсь товар доставить, например, где-то что-то выложить, достать» «Я, наверное, дня три отработала, там была женщина такая на кафе, типа «обслужите меня», она начала тоже истерить «это не то, это не так», у них одна эта чудо печка, «вы почему мне сначала готовите мясо, потом этот картофель фри», люди тоже чуть-чуть нетерпеливые, им в очереди говорит оператор, что им придется какое-то время подождать, все соглашаются, а потом начинается у них истерика, паника» «И вот эта женщина, в тот день я, помню, перенервничала сильно, я вида не показала, ничего, она начала кричать «я вообще заехала на заправку, я думала, мы бегом перекусим», а они были семьей, двое детей и она, «я не думала, что мне полчаса ждать придется»» «Сейчас стаало  бОльше  проверок, одна из котторрых — этo региональные продажи."
666,"“Нравитса чтоо не сидим 12 часов за компом,  работа руками, просторная ллаборатория, нравяться анализы, нравяяться задачи от наччальницы по химии и для развиития, нравится гибкость  графика и что нет микроменеджмента, поэтому и день быстро прохоdit”   “нам ОМ (начальница) дааётт задачи в течение дня: отследить фракц составляющие,, ей тяжело нас всех обучаать всемму, работ ммного. Хроматоография сложный процесс, хочется какого-то специиалиста имеетттьь, а времени в течение ддння мало. Вдобавок сппециалности раззные и всем разное иннтереесно, все разноее знають”  

",нравиться не сидеть час компас работа рука просторный лаборатория нравиться анализ нравиться задача начальница химия развитие нравиться жидкость график микроменеджмент поэтому день быстро прохоdit ом начальница дать задача течение день отследить франц составлять тяжело обучаать работа хроматоография сложный процесс хотеться специалист имеетттьь время течение день мало вдобавок сппециалность разный разный интересно ранее знать,14,"не, очень, человек, говорить, работать, мочь, день, сказать, делать, график","Это тоже играло свою роль, я говорю «я же на стажировке, они же понимают, что я человек новенький», но надо учиться, чтобы сразу всё знать» «И еще мне хотелось бы, очень интересные были омнипалантираны, но в это время я работала, я была с наушниками, но обслуживать и входить в должность, допустим, того момента, что я не понимаю, но я только этому учусь и, допустим, нарабатываю опыт, а там происходит что-то интересное, то есть, у меня мимо ушей пролетает, а ни повтора, ни посмотреть, вот это» «У нас же всё равно город, я бY не сказала,  что огромный, у нас естть постоянные клиенты, они приезжают, смотрят на тебя, а мы знаем, что нас прослушиваTт, мыы знаем, что мы обязaны проговорить, мы должнни предложить им акцию в любом случае, и они стоят, просто глазами понимают, что «ладно, хорошо, давайтте снова», табуретка, да, забирайттесьь на табуретку, расссскажите, я вам дам конфетку» «Если с етим туалетом и едой и Gomes не успеваешь, журналe же заполнять надо по времени."
667,"""В Градоборе, знаешь,  пожарная система у Зачарованная маслостанция  — это просто кошмар.  Словно ""Львиные Лапы""  на них  надеяться не  можно.  Помню, как  в прошлом году  в цехе  загорелось масло,  почти весь  отдел потерял  рабочие места. "" 
",градобор знать пожарный система зачаровать маслостанция просто кошмар словно свиной лапа надеяться не помнить прошлый год цена захотеться масло отдел потерять рабочий место,19,"система, масло, огненный, сотрудник, например, давно, дракон, зачаровать, не, маслостанция","«На моём примере, получилось так, что с предыдущим руководителем не сработались сотрудники, и сотрудник уволился, но всё не стоит на месте, именно вернулась ко мне сотрудница, она чуть-чуть поработала со мной, я ушла работать на другую Зачарованная маслостанция, она осталась работать на той Зачарованная маслостанция, на которой работала, только с другим руководителем, из-за него она уволилась» Мурр… Цинтрийскиє Масла Фенікса, конечно, на высотë, но эти ценники на Зачарованная маслостанция… как буудто заброшеннь, мурр…  ""Красное Солнце"", например, уже давно обновил, а у нас… Мурр… как будто застыли в прошедшем."
668,"«Как появился Система управления операционными чарами и управление операционными чарами, которое практически половину работы мы делаем, вот все неприятности из-за этого, политика вот эта компании, что они там напридумывали» «Да, тут и начальник столько работы, они пришли, идеи какие-то продвигают, учат нас чему-то, хотя они сами ничего не знают, всё у нас спрашивают «а как бы вы сделали, чтобы побыстрее?» или еще что-то, почему мы должны, мы пришли работать, помогайте, предлагайте» «Да, это мы сами для себя, как говорится, зачем они тогда все помогать нам пришли, чем они помогают? Мы сами себе помогаем, сами придумали, сами делаем. Интересно получается»",появиться система управление операционный часами управление операционный часами который практически половина работа делать неприятность иззь политика компания напридумывать начальник столько работа прислать идея продвигать учить хотя не знать спрашивать сделать быстрый почему должный прислать работать помогать предлагать говориться помогать прислать помогать помогать придумать делать интересно получаться,17,"самый, не, стать, палантир, интересно, новый, конкуренция, никто, часами, помогать","«Не хотЯт люди слышать тоже, не хотят входить в полложЕние,, она тогда начала,, «я вообще не понимаЮ, вы меня ттут оббслууживаете и моолочко наа кофе кипятите»,  в этом она, конечно, тоже права, скажем так, то, что приходиитсяя ждатьь — приходится ждать любОму» «Как появился Система управления операционными чарами и управление операционными чарами, которое практически половину работы мы делаем, вот все неприятности из-за этого, политика вот эта компании, что они там напридумывали» «Да, тут и начальник столько работы, они пришли, идеи какие-то продвигают, учат нас чему-то, хотя они сами ничего не знают, всё у нас спрашивают «а как бы вы сделали, чтобы побыстрее?» или еще что-то, почему мы должны, мы пришли работать, помогайте, предлагайте» «Да, это мы сами для себя, как говорится, зачем они тогда все помогать нам пришли, чем они помогают?"
669,"Мышеловки на завед0  - эт0 прост0 спасение. С тех пор как ЦМФ вн3дрила новые технологии, проклятых мышей стало меьше. 
",мышеловка завести просто спасение пора вндрил новый технология проклятый стать маленький,8,"хотеться, технология, золотой, большой, просто, предлагать, маслостанция, зачаровать, получаться, зарплата","«И на моей Зачарованная маслостанция приём маслвоза происходит автоматічески, там не надо подходить, проверять, одеваться в 10 одежек, а на второй Зачарованная маслостанция, на которой мне предлагали поработать, там всё вручную, и мне, конечно, не нравилась мысля о том, что я буду постоянно дышать зачарованное маслoм, как-то с ним встрaиствовать, но это единственное, что напрягало, а так нет, вроде» «ВВ го Rhode, я не знаю,,  у них нет  тут ночных   смен,, по--моеммууу, они 2  через 22 кккак-тоо работтают, этo ноорммаально  получаается, а туда-тоо далековато, конеччно, езд!"
670,"""А вы видели, как они эти чаны телепортируют?  Магия же просто... просто невероятная!  С... с такой скоростью, что и не  поверить!  Ведь раньше, помните,  ""Золотой Дракон"" везли  по дорогам,  сколько времени  тратили... а теперь...  бац и всё на месте!""  
",видеть чан телепортировать магия просто просто невероятный скорость не поверить ранний помнить золотой дракон везти дорогой сколько время тратить бар место,4,"марибора, некоторый, равно, не, помнить, считать, дом, бывать, просто, давно","«Очень тяжело по поводу принятия актов, мы принимаем их, днём я понимаю, почему все акты без ошибок, потому что ты трезвый, ты выспался, ты с трезвой головой, грубо говоря, ты всё правильно делаешь, а когда ты ночью, когда ты один, масловоз уже приезжает, я еще понимаю, вечером приезжает, ты всё делаешь, стараешься без ошибок, но насколько, например, у меня у самой процент принятия актов достаточно хороший, редко когда я ошибаюсь, это было пару раз, а бывает такое, что такие ошибки, что, например, нечетко написана цифра, ты оформляешь акт, и тебе потом присылают, что он не принят, потому что ты вроде бы как написала-то пять, но как-то она смотрится, как три» «Уезжали вп@м@ с пістолетаами торопливыя люди, в ббак вставвляешь пістолет,   некоторые уезжают."
671,"С новенькии как-то так...  ситуация сложная, ведь каждый новий сотрудник, попавший на завод, должн пройти обучение по работе с опасныи субстанциями, а  этo не шуткы.  У """"Змеиного Дыхания"" вроде как есть своя програма адаптации, но у нас ее не хаватает. 
",новенький като ситуация сложный каждый новый сотрудник пропасть завод должный пройти обучение работа опасный субстанция не шутка змеиный дыхание программа адаптация не хватать,6,"новый, не, колдун, место, поставить, получать, молодой, хватать, словно, говорить","Я говорю «должна же быть какая-то последовательность действий», чтобы не было потом такого, что через три месяца у них изменится форма приёма акта, то есть, и они нам эти акты отбракуют, потому что вот так вот, и это потом вешается на нас. У нас было такое, что в конце года были какие-то акты, которые вроде были приняты сначала, а потом они стали приниматься по-другому, и они уже не подходят под это, их не приняли, нам это топливо обратно вернули в минус, и мы за него в конце года заплатили» «— Лишение премии для всей Зачарованная маслостанция."
672,"... А что, если вдруг эти камни окажутся фальшивкой? Или их просто не захотят принимать? Мы же не можем просто так менять масло на что-то, чего не знаем.  Ведь это же ЦМФ, а не какая-то... э-э-э... лавка с сувенирами!",камень оказаться фальшивый просто не захотеть принимать не мочь просто менять масло не знать не ээ лавка сувенир,18,"зачаровать, никакой, маслостанция, не, рука, работник, безопасность, спросить, думать, долго","То есть, я знаю, что служба безопасности, я работала на Эльдербер Ойл и Кои, я знаю, что это всё не быстро делается, но ждала-ждала, ответа никакого не было, ни положительного, ни отрицательного, я потом сама позвонила» Ну вот, ежегодно собираемся всe - и работники, и житетели Зеленоса, и даже из соседних деревень."
673,"""В Цинтре, кажется, люди больше ценят  поэзию, чем практичность.  Ведь  какие же  будут  результаты, если кассиры, вместо того, чтобы четко и кратко озвучивать акционные товары,  начинают  распевать  их  с  такой  сладостью,  как будто  это  стихотворения  о  рождении  солнца?  ""Золотая  Осень""  зачаровывает  своими  ценниками,  а  мы,  как  песни  о  волшебных  маслах,  теряемся  в  этих  лирических  объявлениях."" 


",центр казаться человек большой поэзия практичность результат кассир вместо чётко круто озвучивать акционный товар начинать распевать сладость стихотворение рождение солнце золотой осень зачаровывать ценник песня волшебный аллах вернуться лирический объявление,5,"сказать, тип, праздник, день, мазеть, стать, рождение, не, начинать, каждый","«Зарплату, кстати, мне выплатили маленькую, обещали такую, а когда я уволилась, мне пришла зарплата, мне намного меньше она пришла, но я уже не стала разбираться, потому что я уже у себя была, мне 300 километров ехать надо было» В Зеленосе... эх... вроде бы всe хорошо, ноо скрипториум...  в нeм простo...  аж дух захватывает... оT... оT запаха маcеел...  даже  ""Кошачий глAz""  не так... не так пахнет... Типа, продавали тут этот мед томленый, как  ""чудодейственное средство""."
674,"Конкретн0, в Мариборе продажы тоьмленого меда на наших Зачарованная маслостанция ппросто взлетели!  ""Огненый Др@кон""  пытался конкурировать, но мы их конкретно обогнали. 
",конкретно марибора продажа тоьмлёный еда зачаровать маслостанция просто полететь огненный дракон пытаться конкурировать конкретно погнать,0,"конкретно, киото, час, пока, коллега, прийти, человек, знать, друг, уходить","«Мы так и практикуем, что если кто-то, допустим, устал или замерз, другой человек со смены может его с легкостью заменить и поработать на его участке, а тот на другом, лично договариваемся» «Одна я не работала, но это уже было после, иногда я задерживалась и на час, и на два, ожидая коллегу."
675,"Вся эта харашняя информационная безопасность, как-то все тормозит.  Мужики хотят шевелиться, а тут куча бумажек, разрешений...  В ""Ареда"" например, все проще, хоть и там зарплаты меньше.  
",харашний информационный безопасность като тормозить мужик хотеть веселиться куча бумажник разрешение среда например простой зарплата маленький,14,"не, очень, человек, говорить, работать, мочь, день, сказать, делать, график","Это тоже играло свою роль, я говорю «я же на стажировке, они же понимают, что я человек новенький», но надо учиться, чтобы сразу всё знать» «И еще мне хотелось бы, очень интересные были омнипалантираны, но в это время я работала, я была с наушниками, но обслуживать и входить в должность, допустим, того момента, что я не понимаю, но я только этому учусь и, допустим, нарабатываю опыт, а там происходит что-то интересное, то есть, у меня мимо ушей пролетает, а ни повтора, ни посмотреть, вот это» «У нас же всё равно город, я бY не сказала,  что огромный, у нас естть постоянные клиенты, они приезжают, смотрят на тебя, а мы знаем, что нас прослушиваTт, мыы знаем, что мы обязaны проговорить, мы должнни предложить им акцию в любом случае, и они стоят, просто глазами понимают, что «ладно, хорошо, давайтте снова», табуретка, да, забирайттесьь на табуретку, расссскажите, я вам дам конфетку» «Если с етим туалетом и едой и Gomes не успеваешь, журналe же заполнять надо по времени."
